Name;Platform;Genre;Global_Sales;User_Score;User_Count;Rating;;
Super Mario Maker;WiiU;Platform;3.21;8.7;691;E;;
WWF SmackDown! 2: Know Your Role;PS;Fighting;3.2;;;;;
Baseball;NES;Sports;3.2;;;;;
Killer Instinct;SNES;Fighting;3.2;;;;;
Dragon Quest VI: Maboroshi no Daichi;SNES;Role-Playing;3.19;;;;;
God of War: Chains of Olympus;PSP;Action;3.18;8.6;565;M;;
Enter the Matrix;PS2;Action;3.18;8.1;137;T;;
Crisis Core: Final Fantasy VII;PSP;Role-Playing;3.18;8;463;T;;
Dance Central;X360;Misc;3.17;7.6;85;T;;
L.A. Noire;PS3;Adventure;3.17;7.7;1010;M;;
Ace Combat 04: Shattered Skies;PS2;Simulation;3.17;9.1;95;E;;
Animal Crossing;GC;Simulation;3.15;8.9;137;E;;
FIFA Soccer 08;PS2;Sports;3.14;6.5;36;E;;
Club Penguin: Elite Penguin Force;DS;Adventure;3.14;8;37;E;;
Spider-Man;PS;Action;3.13;9;107;E;;
Mario Party 9;Wii;Misc;3.13;6.8;155;E;;
Need for Speed III: Hot Pursuit;PS;Racing;3.12;;;E;;
Star Wars Episode I Racer;N64;Racing;3.12;;;;;
Sonic Rush;DS;Platform;3.12;8.5;101;E;;
Dragon Warrior IV;NES;Role-Playing;3.12;;;;;
Rhythm Heaven;DS;Misc;3.11;9;63;E;;
Fallout: New Vegas;PS3;Role-Playing;3.11;7.8;492;M;;
Personal Trainer: Cooking;DS;Misc;3.11;7.8;10;E;;
The Elder Scrolls IV: Oblivion;PS3;Role-Playing;3.1;8;604;M;;
The Legend of Zelda: A Link Between Worlds;3DS;Action;3.1;8.9;1057;E;;
Resident Evil 6;PS3;Shooter;3.1;5.4;1304;M;;
Mass Effect 2;X360;Role-Playing;3.1;8.9;3143;M;;
Dragon Ball Z: Budokai;PS2;Fighting;3.09;7.9;71;T;;
Madden NFL 2002;PS2;Sports;3.08;7.9;46;E;;
World Class Track Meet;NES;Sports;3.08;;;;;
Donkey Kong;GB;Platform;3.07;;;;;
The Sims: Vacation;PC;Simulation;3.07;7.8;22;T;;
LEGO Batman: The Videogame;Wii;Action;3.06;7.9;22;E10+;;
Animal Crossing: Happy Home Designer;3DS;Simulation;3.05;6.9;106;E;;
The Sims 4;PC;Simulation;3.05;3.9;2057;T;;
Borderlands 2;X360;Shooter;3.05;8.2;892;M;;
LEGO Batman: The Videogame;DS;Action;3.05;8;16;E10+;;
Kung Fu Panda;X360;Action;3.04;7.4;32;E10+;;
Mass Effect 3;X360;Role-Playing;3.04;5.8;3725;M;;
Heavy Rain;PS3;Adventure;3.03;7.7;2759;M;;
Rayman;PS;Platform;3.03;;;;;
Saints Row 2;X360;Action;3.03;8.1;307;M;;
Tom Clancy's Splinter Cell;XB;Action;3.02;8.5;121;T;;
Mike Tyson's Punch-Out!!;NES;Fighting;3.02;;;;;
WWE SmackDown! Shut Your Mouth;PS2;Sports;3.02;;;;;
FIFA 14;PS4;Sports;3.01;6.3;616;E;;
Killzone 2;PS3;Shooter;3.01;8.1;1505;M;;
Far Cry 3;X360;Shooter;3;8.6;1247;M;;
Epic Mickey;Wii;Platform;3;7;131;E;;
NBA 2K13;X360;Sports;3;7.2;131;E;;
Dragon Ball Z: Budokai Tenkaichi 3;PS2;Fighting;3;9.2;173;T;;
wwe Smackdown vs. Raw 2006;PS2;Fighting;3;;;;;
Star Fox;SNES;Shooter;2.99;;;;;
The Sims: Livin Large;PC;Misc;2.99;6.6;20;T;;
World Soccer Winning Eleven 6 International;PS2;Sports;2.99;9.1;65;E;;
Devil May Cry;PS2;Action;2.99;8.5;466;M;;
Star Wars: The Old Republic;PC;Role-Playing;2.96;5.9;2748;T;;
Middle-Earth: Shadow of Mordor;PS4;Action;2.96;8.1;1886;M;;
Sonic Heroes;PS2;Platform;2.96;7.8;94;E;;
Hitman 2: Silent Assassin;PS2;Action;2.96;7.8;78;M;;
Titanfall;XOne;Shooter;2.95;6.4;2658;M;;
Battlefield: Bad Company 2;PS3;Shooter;2.95;8.5;572;M;;
Wave Race 64;N64;Racing;2.94;;;;;
SOCOM II: U.S. Navy SEALs;PS2;Shooter;2.94;9;93;M;;
WWE SmackDown! vs. RAW 2006;PS2;Fighting;2.94;;;;;
Pac-Man Collection;GBA;Puzzle;2.94;7.8;4;E;;
Street Fighter IV;X360;Fighting;2.94;7.3;292;T;;
inFAMOUS;PS3;Action;2.93;8.3;1172;T;;
Kirby Super Star Ultra;DS;Platform;2.92;8.8;76;E;;
Call of Duty: Ghosts;XOne;Shooter;2.92;4.3;700;M;;
FIFA 15;X360;Sports;2.92;4.2;85;E;;
Super Mario World 2: Yoshi's Island;GBA;Platform;2.91;;;;;
Mass Effect;X360;Role-Playing;2.91;8.7;1692;M;;
Sonic Mega Collection Plus;PS2;Misc;2.9;8.6;30;E;;
World Soccer Winning Eleven 7 International;PS2;Sports;2.9;9;45;E;;
Sega Superstars Tennis;X360;Sports;2.89;6.8;18;E10+;;
Hot Shots Golf 3;PS2;Sports;2.89;8.9;16;E;;
Cooking Mama: Cook Off;Wii;Simulation;2.89;5.3;23;E;;
Call of Duty: Finest Hour;PS2;Shooter;2.89;7.7;69;T;;
WarioWare: Smooth Moves;Wii;Puzzle;2.89;7.4;179;E10+;;
Syphon Filter;PS;Shooter;2.88;;;;;
Imagine: Babyz;DS;Simulation;2.87;7.7;15;E;;
Colin McRae Rally;PS;Racing;2.87;;;;;
Madden NFL 13;X360;Sports;2.86;5.8;179;E;;
The Elder Scrolls III: Morrowind;XB;Role-Playing;2.86;8.7;111;T;;
Assassin's Creed IV: Black Flag;PS4;Action;2.85;7.8;1530;M;;
Command & Conquer: Red Alert;PC;Strategy;2.85;;;;;
F-Zero;SNES;Racing;2.85;;;;;
Yoshi's Story;N64;Platform;2.85;;;;;
Mortal Kombat;PS3;Fighting;2.84;8.4;494;M;;
Madden NFL 10;X360;Sports;2.83;6.1;90;E;;
WWE SmackDown! vs. Raw;PS2;Fighting;2.83;;;;;
BioShock;X360;Shooter;2.83;8.9;2249;M;;
Metroid Prime;GC;Shooter;2.82;9.3;747;T;;
Assassin's Creed: Brotherhood;PS3;Action;2.82;8.2;791;M;;
Finding Nemo;GBA;Action;2.82;7;8;E;;
Zumba Fitness 2;Wii;Sports;2.81;tbd;;T;;
Myst;PC;Adventure;2.81;;;;;
Medal of Honor;PS3;Shooter;2.81;7.5;286;M;;
Need for Speed: Most Wanted;PS3;Racing;2.81;;;;;
Imagine: Fashion Designer;DS;Simulation;2.8;7.6;7;E;;
WWE SmackDown! Here Comes the Pain;PS2;Fighting;2.8;;;;;
Hot Shots Golf;PS;Sports;2.79;;;;;
A Bug's Life;PS;Platform;2.79;;;;;
WWF SmackDown! Just Bring It;PS2;Fighting;2.79;;;;;
inFAMOUS: Second Son;PS4;Action;2.79;7.9;2944;T;;
Dragon Quest V: Tenkuu no Hanayome;SNES;Role-Playing;2.79;;;;;
Mortal Kombat Trilogy;PS;Fighting;2.79;;;;;
Monster Hunter Tri;3DS;Role-Playing;2.79;;;;;
NBA Street;PS2;Sports;2.79;8.6;39;E;;
Jak II;PS2;Platform;2.78;8.2;241;T;;
Ratchet & Clank: Going Commando;PS2;Platform;2.78;;;;;
Need for Speed: Hot Pursuit;PS3;Racing;2.78;7.2;301;E10+;;
Skylanders: Spyro's Adventure;Wii;Action;2.78;5.6;31;E10+;;
Battlefield 3;PC;Shooter;2.78;7.5;4926;M;;
Mortal Kombat X;PS4;Fighting;2.78;7.7;836;M;;
The Sims;PS2;Simulation;2.77;7.7;46;T;;
Killzone 3;PS3;Shooter;2.77;7.9;942;M;;
Star Wars: The Force Unleashed;X360;Action;2.77;6.7;389;T;;
Minecraft;XOne;Misc;2.76;;;;;
Yoshi's Island DS;DS;Platform;2.76;7.4;67;E;;
Saints Row: The Third;X360;Action;2.76;7.6;490;M;;
Missile Command;2600;Shooter;2.76;;;;;
Mario Paint;SNES;Misc;2.75;;;;;
Tekken 6;PS3;Fighting;2.75;7.4;211;T;;
Pokémon Stadium 2;N64;Strategy;2.73;;;;;
Metroid;NES;Action;2.73;;;;;
Sonic and the Secret Rings;Wii;Platform;2.73;6.6;174;E;;
FIFA 16;PS3;Sports;2.71;3.2;58;E;;
The Legend of Zelda: A Link to the Past;GBA;Action;2.7;9.1;314;E;;
Onimusha: Warlords;PS2;Action;2.7;8.2;56;M;;
Mario Party;N64;Misc;2.7;;;;;
L.A. Noire;X360;Adventure;2.7;7.8;893;M;;
Call of Duty 3;X360;Shooter;2.7;6.5;233;T;;
Madden NFL 12;X360;Sports;2.69;5.9;94;E;;
LEGO Star Wars II: The Original Trilogy;PS2;Action;2.69;9;41;E10+;;
Killzone: Shadow Fall;PS4;Shooter;2.69;6.8;2102;M;;
Madden NFL 11;X360;Sports;2.69;5.7;120;E;;
Burnout 3: Takedown;PS2;Racing;2.68;9.1;271;T;;
Yokai Watch 2 Shinuchi;3DS;Role-Playing;2.68;;;;;
Mortal Kombat;GEN;Fighting;2.67;;;;;
Mario vs. Donkey Kong: Mini-Land Mayhem!;DS;Puzzle;2.67;7.7;18;E;;
Professor Layton and the Last Specter;DS;Puzzle;2.67;8.7;52;E10+;;
Call Of Duty 2: Big Red One;PS2;Shooter;2.67;8.2;69;T;;
Medal of Honor;PS;Shooter;2.67;8.6;80;T;;
Fable;XB;Role-Playing;2.66;8.5;268;M;;
Guitar Hero: World Tour;X360;Misc;2.66;6.3;171;T;;
FIFA 17;XOne;Sports;2.65;5.5;201;E;;
Hannah Montana;DS;Action;2.65;6.7;10;E;;
Tom Clancy's Splinter Cell;PS2;Action;2.65;7.7;102;T;;
Super Mario Bros.: The Lost Levels;NES;Platform;2.65;;;;;
Need for Speed: Shift;PS3;Racing;2.65;6.9;113;E;;
Star Wars: Shadows of the Empire;N64;Action;2.65;;;;;
Medal of Honor Heroes;PSP;Shooter;2.65;7.9;47;T;;
Final Fantasy XIII-2;PS3;Role-Playing;2.63;6.6;707;T;;
Midnight Club: Street Racing;PS2;Racing;2.63;7.8;21;T;;
Skate 3;X360;Sports;2.63;8;127;T;;
ESPN NFL 2K5;PS2;Sports;2.62;8.2;84;E;;
Halo Wars;X360;Strategy;2.62;7.2;454;T;;
NBA 2K12;X360;Sports;2.62;7.7;134;E;;
Pac-Man: Adventures in Time;PSP;Fighting;2.62;;;;;
FIFA Soccer 10;X360;Sports;2.62;7.5;133;E;;
Medal of Honor;X360;Shooter;2.61;6.7;288;M;;
Harry Potter and the Chamber of Secrets;PS2;Action;2.61;7.6;49;E;;
Streets of Rage;GEN;Action;2.6;;;;;
God of War Collection;PS3;Action;2.6;8.7;529;M;;
NBA Live 2005;PS2;Sports;2.59;8.1;44;E;;
Mario Strikers Charged;Wii;Sports;2.58;8;124;E10+;;
FIFA Soccer 09;PS3;Sports;2.58;7.5;108;E;;
Style Savvy;DS;Simulation;2.58;7.7;7;E;;
WWE SmackDown vs. RAW 2007;PS2;Fighting;2.58;8.6;57;T;;
LEGO Star Wars: The Complete Saga;X360;Action;2.57;7.4;114;E10+;;
Ratchet & Clank: Up Your Arsenal;PS2;Platform;2.57;;;;;
Madden NFL 08;PS2;Sports;2.57;7.8;17;E;;
Monster Hunter Freedom 2;PSP;Role-Playing;2.57;8.7;83;T;;
Ratchet & Clank Future: Tools of Destruction;PS3;Platform;2.56;;;;;
Super Mario All-Stars: Limited Edition;Wii;Platform;2.56;;;;;
Sonic Adventure 2 Battle;GC;Platform;2.56;8.3;179;E;;
Dragon Warrior II;NES;Role-Playing;2.56;;;;;
Ghostbusters: The Video Game (DS Version);X360;Action;2.56;;;;;
Madden NFL 13;PS3;Sports;2.56;5.5;101;E;;
Dragon Age: Origins;X360;Role-Playing;2.56;7.9;725;M;;
Pokémon Colosseum;GC;Role-Playing;2.54;8;89;E;;
LittleBigPlanet;PSP;Platform;2.54;7.8;98;E10+;;
Madden NFL 09;X360;Sports;2.53;7;125;E;;
Space Invaders;2600;Shooter;2.53;;;;;
Crazy Taxi;PS2;Racing;2.52;7.9;46;T;;
Art Academy;DS;Misc;2.52;8;5;E;;
NBA 2K14;X360;Sports;2.52;4.9;150;E;;
Perfect Dark;N64;Action;2.52;;;;;
Skylanders Giants;Wii;Action;2.52;7;20;E10+;;
Dragon Warrior;NES;Role-Playing;2.52;;;;;
Deca Sports;Wii;Sports;2.5;5.4;16;E;;
PES 2009: Pro Evolution Soccer;PS2;Sports;2.5;;;;;
Mario Party 2;N64;Misc;2.5;;;;;
Marvel: Ultimate Alliance;X360;Role-Playing;2.5;7.5;120;T;;
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City;XB;Action;2.49;;;;;
Mortal Kombat: Deadly Alliance;PS2;Fighting;2.49;8.8;96;M;;
Game Party;Wii;Misc;2.48;4.3;26;E;;
Bloodborne;PS4;Action;2.48;8.6;6383;M;;
Tomb Raider: The Last Revelation;PS;Action;2.48;;;;;
Mario Party 4;GC;Misc;2.47;7.4;74;E;;
Pure;X360;Racing;2.47;7.7;83;E;;
Rock Band;X360;Misc;2.47;8.2;178;T;;
NBA 2K13;PS3;Sports;2.47;8;99;E;;
Saints Row: The Third;PS3;Action;2.47;7.7;384;M;;
Resistance 2;PS3;Shooter;2.46;6.1;1889;M;;
NBA 2K15;PS4;Sports;2.45;7;291;E;;
Final Fantasy V;SNES;Role-Playing;2.45;;;;;
Final Fantasy Tactics;PS;Role-Playing;2.45;8.2;190;T;;
Midnight Club: Los Angeles;PS3;Racing;2.45;8.2;100;T;;
Twisted Metal 2;PS;Racing;2.44;;;;;
The Sims: Bustin' Out;PS2;Simulation;2.43;8.4;42;T;;
Riven: The Sequel to Myst;PC;Adventure;2.43;;;E;;
LEGO Harry Potter: Years 1-4;Wii;Action;2.43;8;34;E10+;;
Need for Speed (2015);PS4;Racing;2.43;;;;;
Call of Duty: Infinite Warfare;XOne;Shooter;2.42;3.1;290;M;;
Madden NFL 16;XOne;Sports;2.42;6.1;124;E;;
Ice Hockey;NES;Sports;2.42;;;;;
Sonic Adventure;DC;Platform;2.42;;;;;
Tom Clancy's Rainbow Six: Vegas 2;X360;Shooter;2.42;7.8;176;M;;
uDraw Studio;Wii;Misc;2.42;tbd;;E;;
Tomb Raider (2013);PS3;Action;2.42;;;;;
Need for Speed Carbon: Own the City;PSP;Racing;2.42;7.9;39;E10+;;
Dragon Ball Z: Budokai 2;PS2;Fighting;2.41;8.2;92;T;;
pro evolution soccer 2011;PS3;Sports;2.41;6.8;85;E;;
ATV Offroad Fury;PS2;Racing;2.41;8.4;53;E;;
Dino Crisis;PS;Action;2.41;;;;;
Need for Speed: ProStreet;PS2;Racing;2.41;6.2;34;E10+;;
Halo: Combat Evolved Anniversary;X360;Shooter;2.4;8.1;487;M;;
Tetris Plus;PS;Puzzle;2.4;;;;;
Pro Wrestling;NES;Fighting;2.4;;;;;
Theme Hospital;PC;Strategy;2.4;9;90;K-A;;
Frogger's Adventures: Temple of the Frog;GBA;Adventure;2.39;tbd;;E;;
Monopoly;PC;Misc;2.39;;;;;
;GEN;;2.39;;;;;
Guitar Hero;PS2;Misc;2.38;8.7;173;T;;
Madden NFL 11;PS3;Sports;2.38;6.1;68;E;;
WCW/nWo Revenge;N64;Fighting;2.38;;;;;
Yu-Gi-Oh! The Duelists of the Roses;PS2;Misc;2.38;;;;;
Dead Island;X360;Action;2.37;6.9;627;M;;
Half-Life 2;PC;Shooter;2.37;9.1;8665;M;;
The Incredibles;PS2;Action;2.37;7.6;22;T;;
Madden NFL 08;X360;Sports;2.37;6.4;108;E;;
Tony Hawk's Underground 2;PS2;Sports;2.37;8.8;55;T;;
Zumba Fitness;X360;Sports;2.37;5.5;16;E;;
Madden NFL 10;PS3;Sports;2.37;6.8;58;E;;
Kirby's Dream Land 2;GB;Platform;2.36;;;;;
Midnight Club: Los Angeles;X360;Racing;2.35;8.5;142;T;;
Donkey Kong Land II;GB;Platform;2.35;;;;;
Dragon Warrior Monsters;GB;Role-Playing;2.35;;;;;
Kinect: Disneyland Adventures;X360;Misc;2.35;2.9;67;E10+;;
WWE SmackDown vs Raw 2008;PS2;Fighting;2.34;7.2;31;T;;
The Legend of Zelda: Majora's Mask 3D;3DS;Action;2.34;9;478;E10+;;
LEGO Indiana Jones: The Original Adventures;Wii;Action;2.34;6.6;28;E10+;;
Resident Evil - Code: Veronica X;PS2;Action;2.34;8.4;189;M;;
NBA 2K16;XOne;Sports;2.34;6.2;115;E10+;;
Kinect Sports: Season Two;X360;Sports;2.34;6.5;39;E;;
My Fitness Coach;Wii;Sports;2.32;8.6;16;E;;
Mario Tennis;N64;Sports;2.32;;;;;
Grand Theft Auto;PS;Action;2.32;;;;;
James Bond 007: Everything or Nothing;PS2;Shooter;2.31;9.1;51;T;;
Need For Speed: High Stakes;PS;Racing;2.31;8.5;28;E;;
Chrono Trigger;SNES;Role-Playing;2.31;;;;;
Guild Wars 2;PC;Action;2.31;7.9;2954;T;;
Cool Boarders 3;PS;Sports;2.31;;;;;
Paper Mario: Sticker Star;3DS;Role-Playing;2.3;5.6;382;E;;
WarioWare Touched!;DS;Puzzle;2.3;;;;;
Batman: Arkham Origins;PS3;Action;2.29;7.7;668;T;;
Tomb Raider II;PC;Action;2.29;8.3;37;;;
Yokai Watch Busters;3DS;Action;2.29;;;;;
LEGO Star Wars: The Complete Saga;PS3;Action;2.29;6.7;87;E10+;;
Need for Speed Underground 2;XB;Racing;2.28;8.7;27;E;;
Pro Evolution Soccer 2010;PS3;Sports;2.28;6.7;76;E;;
Mario Bros.;NES;Platform;2.28;;;;;
FIFA Soccer 09;PS2;Sports;2.28;6.9;20;E;;
LEGO Harry Potter: Years 1-4;DS;Action;2.28;7.2;6;E10+;;
The Sims 3;X360;Simulation;2.28;7.1;71;T;;
Pokemon Ranger: Shadows of Almia;DS;Role-Playing;2.28;8.2;27;E;;
TOCA Touring Car Championship;PS;Racing;2.28;;;;;
Dead Island;PS3;Action;2.27;6.6;405;M;;
Kirby: Nightmare in Dream Land;GBA;Platform;2.27;8.9;54;E;;
Wario Land 4;GBA;Platform;2.26;8.9;42;E;;
Sonic's Ultimate Genesis Collection;PS3;Misc;2.26;8.6;43;E10+;;
Far Cry: Primal;PS4;Action;2.26;6.3;635;M;;
Battlefield 1;XOne;Shooter;2.25;8.2;440;M;;
Onimusha 2: Samurai's Destiny;PS2;Adventure;2.25;9;52;M;;
Cool Boarders 2;PS;Sports;2.25;;;;;
Paper Mario: The Thousand-Year Door;GC;Role-Playing;2.25;9.4;306;E;;
Madden NFL 12;PS3;Sports;2.25;5.5;56;E;;
God of War: Ascension;PS3;Action;2.25;7.5;914;M;;
Guitar Hero III: Legends of Rock;PS3;Misc;2.24;7.8;52;T;;
Sonic Advance;GBA;Platform;2.24;8.1;48;E;;
Super Monkey Ball: Banana Blitz;Wii;Misc;2.24;5.7;72;E;;
Just Dance Kids;Wii;Misc;2.24;tbd;;E;;
Call of Duty 3;Wii;Shooter;2.24;6.7;61;T;;
New Super Luigi U;WiiU;Platform;2.24;7.9;288;E;;
Assassin's Creed IV: Black Flag;XOne;Action;2.23;7.4;355;M;;
Spyro: Season of Ice;GBA;Platform;2.23;8;13;E;;
Dissidia: Final Fantasy;PSP;Fighting;2.23;8;139;T;;
Madden NFL 25;X360;Sports;2.23;5.6;136;E;;
Teenage Mutant Ninja Turtles II: The Arcade Game;NES;Action;2.23;;;;;
Dance Dance Revolution X2;PS2;Simulation;2.23;tbd;;E10+;;
Borderlands 2;PS3;Shooter;2.23;8.2;858;M;;
Prince of Persia: The Sands of Time;PS2;Action;2.22;8.8;204;T;;
Monster Hunter Tri;Wii;Role-Playing;2.22;8.6;219;T;;
LEGO Marvel Super Heroes;X360;Action;2.22;7.6;127;E10+;;
The Legend of Zelda: Link's Awakening DX;GB;Adventure;2.22;;;;;
Resident Evil 4;Wii;Action;2.22;;;;;
Tom Clancy's Rainbow Six: Siege;PS4;Shooter;2.21;7.3;480;M;;
Star Wars: The Force Unleashed;PS3;Action;2.21;6.6;233;T;;
Devil May Cry 3: Dante's Awakening Special Edition;PS2;Action;2.21;;;;;
Frogger;2600;Action;2.2;;;;;
Guitar Hero II;X360;Misc;2.2;8.1;220;T;;
Forza Motorsport 5;XOne;Racing;2.2;5.9;1095;E;;
Rock Band 2;X360;Misc;2.2;8.3;156;T;;
Pro Yakyuu Family Stadium;NES;Sports;2.2;;;;;
Wario Land 3;GB;Platform;2.2;;;;;
Need for Speed: Hot Pursuit;X360;Racing;2.2;7;206;E10+;;
LEGO Indiana Jones: The Original Adventures;DS;Action;2.2;7.9;16;E;;
BioShock 2;X360;Shooter;2.2;8.2;573;M;;
High School Musical: Makin' the Cut!;DS;Puzzle;2.2;;;;;
Star Wars: Knights of the Old Republic;XB;Role-Playing;2.19;9.2;317;T;;
Kirby's Pinball Land;GB;Misc;2.19;;;;;
Donkey Kong Country;GB;Platform;2.19;;;;;
Madden NFL 15;PS4;Sports;2.19;6.1;208;E;;
Pro Evolution Soccer 2012;PS3;Action;2.19;6.6;132;E;;
Saints Row;X360;Action;2.18;7.5;211;M;;
Yu-Gi-Oh: Duel Monsters 4;GB;Role-Playing;2.18;;;;;
ATV Offroad Fury 2;PS2;Racing;2.18;8.9;28;E;;
FIFA 15;XOne;Sports;2.18;5.4;347;E;;
Mario & Luigi: Superstar Saga;GBA;Role-Playing;2.17;;;;;
Star Wars: Rogue Squadron;N64;Simulation;2.17;;;;;
Tennis;NES;Sports;2.17;;;;;
Tom Clancy's The Division;XOne;Shooter;2.16;6.9;614;M;;
Final Fantasy XIII;X360;Role-Playing;2.16;6.3;539;T;;
The Sims: House Party;PC;Simulation;2.16;7.9;30;T;;
Scribblenauts;DS;Puzzle;2.16;7.6;110;E10+;;
Sonic Unleashed;Wii;Platform;2.16;7.3;136;E10+;;
Syphon Filter 2;PS;Shooter;2.15;;;;;
Pokemon Ranger;DS;Role-Playing;2.15;7.6;50;E;;
Volleyball;NES;Sports;2.15;;;;;
Skylanders SWAP Force;Wii;Platform;2.15;6.6;5;E10+;;
Overwatch;PS4;Shooter;2.14;6.1;1358;T;;
Hitman: Absolution;PS3;Action;2.14;7.5;511;M;;
SimCity 2000;PC;Simulation;2.14;;;;;
R.C. Pro-Am;NES;Racing;2.14;;;;;
Super Mario RPG: Legend of the Seven Stars;SNES;Role-Playing;2.14;;;;;
Mahjong;NES;Misc;2.14;;;;;
Demon Attack;2600;Shooter;2.13;;;;;
Call of Duty: Roads to Victory;PSP;Shooter;2.13;7.5;30;T;;
Dance Dance Revolution Extreme;PS2;Simulation;2.13;9;20;E;;
Final Fantasy Tactics Advance;GBA;Role-Playing;2.13;7.8;212;E;;
Your Shape featuring Jenny McCarthy;Wii;Sports;2.12;5.2;54;E;;
Project Gotham Racing;XB;Racing;2.12;8.2;28;E;;
Golf;GB;Sports;2.12;;;;;
NBA 2K12;PS3;Sports;2.11;6.7;127;E;;
Tony Hawk's Pro Skater;N64;Sports;2.11;;;;;
Need for Speed: Hot Pursuit 2;PS2;Racing;2.11;8.5;92;E;;
PES 2009: Pro Evolution Soccer;PS3;Sports;2.11;;;;;
Dynasty Warriors 4;PS2;Action;2.11;9.3;201;T;;
NBA 2K14;PS3;Sports;2.11;4.9;142;E;;
Parasite Eve;PS;Role-Playing;2.1;8.9;89;M;;
Tetris DS;DS;Puzzle;2.1;8.7;44;E;;
Project Gotham Racing (JP weekly sales);XB;Action;2.1;;;;;
Scooby-Doo! Night of 100 Frights;PS2;Platform;2.1;;;;;
Battlefield: Hardline;PS4;Shooter;2.1;5;845;M;;
Mortal Kombat;X360;Fighting;2.1;8.3;382;M;;
Borderlands;PS3;Shooter;2.09;7.9;427;M;;
Devil May Cry 3: Dante's Awakening;PS2;Action;2.09;9;212;M;;
Derby Stallion;PS;Sports;2.09;;;;;
NBA 2K11;X360;Action;2.09;8.1;100;E;;
Finding Nemo;PS2;Action;2.09;;;;;
Dying Light;PS4;Action;2.09;7.9;1287;M;;
Yokai Watch;3DS;Role-Playing;2.09;;;;;
Dead Rising;X360;Action;2.08;7.6;520;M;;
World of Warcraft: Cataclysm;PC;Role-Playing;2.08;5.6;953;T;;
Tetris Worlds;PS2;Puzzle;2.08;6.2;11;E;;
Final Fantasy III;DS;Role-Playing;2.08;7.1;136;E10+;;
Sim Theme Park;PC;Strategy;2.08;8.3;14;E;;
Mario Party 5;GC;Misc;2.08;8.2;57;E;;
Rock Band;Wii;Misc;2.08;6.3;37;T;;
Warcraft: Orcs & Humans;PC;Strategy;2.08;;;;;
Mario & Luigi: Dream Team;3DS;Role-Playing;2.08;;;;;
Portal 2;X360;Shooter;2.08;8.5;997;E10+;;
Mario Sports Mix;Wii;Sports;2.08;7.1;34;E;;
Need for Speed: Most Wanted 5-1-0;PSP;Racing;2.07;7.8;54;E10+;;
Spec Ops: Airborne Commando;PS;Shooter;2.07;;;;;
The Sims 2: Pets;DS;Simulation;2.07;5.2;24;E;;
Dance Dance Revolution: Hottest Party;Wii;Simulation;2.07;7.1;27;E10+;;
DriveClub;PS4;Racing;2.07;6.1;1571;E;;
Yu-Gi-Oh! The Eternal Duelist Soul;GBA;Strategy;2.07;;;;;
UFC 2009 Undisputed;X360;Fighting;2.06;7.9;51;T;;
Metal Gear Solid: Peace Walker;PSP;Action;2.06;8.9;443;T;;
Kirby's Epic Yarn;Wii;Platform;2.06;;;;;
Wipeout: The Game;Wii;Misc;2.06;;;;;
Pokemon Mystery Dungeon: Red/Blue Rescue Team;GBA;Role-Playing;2.06;;;;;
The Incredibles;GBA;Action;2.06;tbd;;E;;
R4: Ridge Racer Type 4;PS;Racing;2.06;9.2;21;;;
Kingdom Hearts: Birth by Sleep;PSP;Role-Playing;2.06;8.6;208;E10+;;
Tom Clancy's Splinter Cell: Conviction;X360;Action;2.06;;;;;
SoulCalibur II;PS2;Fighting;2.06;8.8;120;T;;
Need for Speed: ProStreet;X360;Racing;2.05;7.1;78;E10+;;
Sonic Mega Collection;GC;Misc;2.05;8.8;41;E;;
Ghostbusters: The Video Game (DS Version);PS3;Action;2.05;;;;;
Madden NFL 15;X360;Sports;2.05;5.5;29;E;;
Need For Speed: Undercover;PS3;Racing;2.05;5.9;71;T;;
Toy Story 3: The Video Game;DS;Action;2.05;;;;;
NBA Jam;GEN;Sports;2.05;;;;;
SOCOM: U.S. Navy SEALs: Combined Assault;PS2;Shooter;2.04;9;34;T;;
Peter Jackson's King Kong: The Official Game of the Movie;PS2;Action;2.04;8.2;68;T;;
Need for Speed: ProStreet;PS3;Racing;2.04;6;43;E10+;;
Donkey Kong Country;GBA;Platform;2.04;8.9;53;E;;
Dance Central 2;X360;Misc;2.04;8.2;63;T;;
PGR4 - Project Gotham Racing 4;X360;Racing;2.04;;;;;
1080°: TenEighty Snowboarding;N64;Sports;2.03;;;;;
Carnival Games;DS;Misc;2.03;3.3;4;E;;
NBA Live 2004;PS2;Sports;2.03;7.7;41;E;;
Call of Duty 2;X360;Shooter;2.03;8.1;307;T;;
Rayman Raving Rabbids: TV Party;Wii;Misc;2.03;7.7;29;E10+;;
Pokémon Mystery Dungeon: Blue Rescue Team;DS;Role-Playing;2.02;8.1;97;E;;
Dark Souls;PS3;Role-Playing;2.02;8.7;1397;M;;
Just Dance 3;X360;Misc;2.02;7.7;17;E10+;;
Battlefield 4;XOne;Shooter;2.02;6.6;480;M;;
Fire Emblem: Awakening;3DS;Role-Playing;2.01;9.1;1130;T;;
Need for Speed: The Run;PS3;Action;2.01;6.4;182;T;;
Just Dance 2015;Wii;Misc;2.01;8.4;5;E10+;;
Dragon Age: Inquisition;PS4;Role-Playing;2.01;7.4;1984;M;;
Super Street Fighter II;SNES;Fighting;2;;;;;
Dead Space;PS3;Action;2;8.8;545;M;;
