id;review;type_review;language;score
Staydz;This is the best or not the greatest, game in the PS3, PS4, maybe on PS5, this game is better than the sequel. 10/10 the DLC is ok.;expanded;English;10
Marcz3ra;The heart-rending story isn`t romanticizing nor does it drift into the pathos other, less subtle games so often lean towards. That's the line where good craftsmanship becomes art, and an excellent game.;expanded;English;10
AllanWake9;Amazing story and graphics, with great charater development and soundtrack, but the gameplay isn't so good compared to the rest of the game aspects. All PS4 players should play this masterpiece.;expanded;English;9
radiosokol;The absolute masterpiece. A must-play for single-player game lovers. 10 of 10;expanded;English;10
Nintenderek;"The Last of Us is a great survival horror game.  The levels are great.  The story is fantastic.  The characters are unique and interesting.  The graphics and sound are really awesome.  One thing about this game however that I feel doesn't get enough praise is the gampplay.  Whenever anyone talks about this game, it's usually about the story, but the gameplay itself here is pretty top notch with some pretty smart NPCs as you get further into the game.  The ""zombies"" (they are never referred to as that in the game) are also interesting and some can be quite difficult.  My only real complaint is that the game is a bit short and I do wish there was a larger variety of weapons in the game.";normal;English;9
aditya1101;One of the best storytelling video games I've ever played, it's a really beautiful example of how video games can amplify the way in which characters are developed and can really affect the way that you are immersed in the world of the game.;expanded;English;9
soki98;such a lovely ride playing thru this game is super enjoyable the world's atmosphere is splendid;expanded;English;9
themadlad01;A good game made better with remastered. Better graphics, gameplay and AI. Nothing much else to say.;expanded;English;8
ObjectiveView;+1080p,+Enhanced Textures,+Enhanced Anti-Aliasing,+Enhanced lightnings and shadows,+Left Behind DLC;expanded;English;9
bidikburger;The proof of how engaging masterpiece a stereotypical Hollywood scenario can be with the wonderful characters;expanded;English;9
Defiant_troopr;Last of us had great narrative and got me hooked in the story after one hour the only thing that I would have to take away is for the gameplay I thought that it was not as fluid as it could be.;expanded;English;9
Benedickt;The last of Us is a magnificent work that has outstripped the gaming industry, creating a masterpiece story that has never been seen in computer games before. The graphics still look great. Although the gameplay is shallow, it attracts with its ease of development and complexity in skill. The last of Us on the ps3 used all the features of the console, which the Last of Us does not do on the ps4. The only things that were added in this remaster are minor visual improvements, dlc and slightly redesigned tactility of the gamepad. From such a masterpiece game you expect significant changes, which unfortunately did not happen.;normal;English;9
Carambola;The story is not that original. But it is also beautiful and sad. Probably one of the best games ever. Masterpiece;expanded;English;10
Autizmo_21;The Last of Us is without a doubt a masterpiece and I'm sure everyone can agree, The story, the characters, and the bond that Joel and Ellie make is absolutely amazing, I can't stress enough how amazing this game is.;expanded;English;10
